project,seed,profile,dose,latency,n_pos_true,n_pos_noisy,n_pos_retained,mcc_avg,gmean_avg,mcc,gmean,mean_boost_pos_labels,mean_lam_pos_labels,mean_boost_neg_labels,fp_label_rate,fn_label_rate,final_ma_pred
ant-ivy,7,mid,0.25,real,332,398,146,0.06811744793789445,0.5302989679713492,-0.022251043801703688,0.46631830392549467,4.128266606845616,16.231408841131564,5.41687723391816,0.1422924901185771,0.10502540937323546,0.06399957053029201
ant-ivy,7,mid,0.3,uniform,332,427,113,-0.0022571326262449854,0.4673143321282556,0.009952591236323631,0.5123162724605804,4.393773427405551,12.472067567588168,5.398371949185657,0.17730095990965555,0.12365894974590627,0.05785582820175871
ant-ivy,7,mid,0.3,real,332,427,113,0.029930719311072287,0.5060623716528617,0.08813604829046447,0.5899738394578272,3.3096652299961717,12.269197495896275,5.207546115824436,0.17730095990965555,0.12365894974590627,0.1353838560011715
ant-ivy,7,fn_heavy,0.05,uniform,332,286,263,0.17929662517763229,0.5794298989438328,0.011312854092549528,0.514084528235291,4.233527408075798,17.191253483623075,4.964014700465128,0.012987012987012988,0.03896103896103896,0.1538558282014189
ant-ivy,7,fn_heavy,0.05,real,332,286,263,0.16000807952557064,0.5841969883553433,0.015179245152997354,0.4906126694910757,3.736803744088387,19.764255069710902,4.9678752560912365,0.012987012987012988,0.03896103896103896,0.016526136469094493
ant-ivy,7,fn_heavy,0.1,uniform,332,254,205,0.16940777469924623,0.574945392964338,-0.0036559895233049308,0.47732335946812043,4.607468971191706,21.699917789855405,4.888136284975754,0.02766798418972332,0.07171089779785432,0.15997466279952077
ant-ivy,7,fn_heavy,0.1,real,332,254,205,0.1568018782815005,0.5867910749864906,0.054048083211375705,0.5660538807137396,4.003417352734258,24.446307495364696,5.537284660232037,0.02766798418972332,0.07171089779785432,0.1526762666285343
ant-ivy,7,fn_heavy,0.15,uniform,332,213,141,0.07607510395672157,0.5070962893523142,-0.0009224380945395465,0.45989629852239655,3.834390211494684,22.562900854250646,4.975854763257755,0.040654997176736304,0.10784867306606437,0.04701176943588816
ant-ivy,7,fn_heavy,0.15,real,332,213,141,0.11821675866017899,0.5539505533007429,-0.06827351696647124,0.3819152288054297,3.725682941995728,25.89563746468256,5.301948137203837,0.040654997176736304,0.10784867306606437,0.023971666356621683
ant-ivy,7,fn_heavy,0.2,uniform,332,185,84,0.06191070255805619,0.4913280593784899,-0.03992553646920052,0.403481161504766,4.020689161558973,28.386656801007,4.764197515505343,0.057029926595143984,0.14003387916431395,1.0310628815906991e-07
ant-ivy,7,fn_heavy,0.2,real,332,185,84,0.03230614568301104,0.5103100432041205,-0.026072184100962875,0.4674617592971329,3.4487151037747976,29.15806743510049,5.242131701107985,0.057029926595143984,0.14003387916431395,0.38346955223544965
ant-ivy,7,fn_heavy,0.25,uniform,332,143,19,0.06309961168588443,0.5076049039874196,0.004489617609519458,0.47177420865778447,4.467433968845481,40.6333978633445,4.839247874136379,0.07001693958215698,0.1767363071710898,1.0066356628782891e-05
ant-ivy,7,fn_heavy,0.25,real,332,143,19,0.03242610734740049,0.4650254091801233,-0.08668554844976394,0.3440071316165973,3.9090570692551063,44.190352899237766,4.6975938718142345,0.07001693958215698,0.1767363071710898,0.05721070632960887
