project,seed,oracle_asis_mcc,oracle_asis_gmean,oracle_imp_mcc,oracle_imp_gmean,bszz_mcc,bszz_gmean,oracle_asis_mcc_avg,oracle_asis_gmean_avg,oracle_imp_mcc_avg,oracle_imp_gmean_avg,bszz_mcc_avg,bszz_gmean_avg
commons-collections,13,0.1596572607689687,0.7087393592179807,0.029692363114553925,0.5428600296935664,0.012834275770590826,0.5108210292681427,0.06108245548115098,0.4109171085151588,0.059622306865029916,0.40579400346871924,0.027045534112815125,0.3947160299183673
commons-collections,21,0.1701790604304286,0.7170331484274347,0.0708488160826703,0.604421288541205,-0.040692237089105986,0.40984976555980146,0.05680487468597721,0.40657331587667306,0.05804754435008768,0.4067793446295689,-0.026518732150668703,0.32319620965928436
commons-collections,42,0.1575922738190454,0.7070230273824538,0.16017743281681224,0.7252164718837376,0.11011542896969755,0.6580959608802625,0.05846004501627581,0.4080019048449413,0.05918742099306605,0.4098297413513826,0.03187862336930731,0.3937040533829011
commons-collections,77,0.155725786383049,0.7054457096668603,0.160697017336983,0.7199463271113551,-0.038811955357061986,0.4125021105358763,0.05752957793465073,0.40705042962778976,0.056132047465792034,0.40483762546845814,0.0038941695180390373,0.3664844130215516
commons-collections,101,0.17053063682587588,0.717297686839509,0.1832584252776533,0.7493038213179143,0.1262443967830823,0.6814438954730748,0.057848893053420364,0.40776533014788563,0.04805783748262107,0.388543622674623,0.03496401232385603,0.4041942275223527
commons-collections,123,0.15893603801753917,0.708143310555198,0.14113821720173128,0.6812610778997316,0.010593383535845446,0.5071350490195518,0.058262375909099245,0.40777808832824436,0.06087678012327544,0.4110398868306025,0.010440719078451996,0.3756274390867336
commons-collections,202,0.14782114746121014,0.6984840985595548,0.13943623940468633,0.6939692989846341,0.005838060923385871,0.5016581455339109,0.057164369110926226,0.4072084800277611,0.06891456675751709,0.4221025807843112,-0.01235119861756993,0.34102251110572795
commons-collections,314,0.15855871899495172,0.7078300269733084,0.09181033503864283,0.5950842731155968,0.057369356222928804,0.5847720174498635,0.058047210072057806,0.407609952299745,0.06014138273375773,0.40739568299464096,0.01673304581335255,0.4052129854016475
commons-collections,999,0.16843686058785917,0.7157105256897748,-0.02127671997134657,0.4537204378429284,-0.044313807380187184,0.4066763882439711,0.058011249059650494,0.40788400222440957,0.05045185541313361,0.39722244665663037,-0.011139649201311885,0.34464512191846536
commons-compress,7,-0.011322385764151066,0.3773768116854274,0.047857573924367514,0.5602984302597478,0.17818884834172877,0.7552306399470953,0.1419644912213145,0.5609791993782793,0.08642472901999239,0.5080766424675378,0.03598131940075435,0.5021614338568704
commons-compress,13,0.0006397974795015731,0.403320378188758,0.09752748637274604,0.6402848687679381,0.18694121648918946,0.7667363855479887,0.14747768482118928,0.566858294828479,0.03521300426138177,0.4918596665043687,0.04554399175723812,0.4995593093079396
commons-compress,21,-3.452676645700754e-05,0.39872172169586256,0.012182153524009564,0.4666304791347886,0.18381273738506534,0.7626620002367084,0.14513948072842398,0.5657379031971528,0.06720969954389124,0.5120858552768296,0.06013465796910835,0.5133918542177048
commons-compress,42,-0.0011233890721890668,0.3836590792155087,0.01762927210483089,0.5199587370975548,0.17830879526534849,0.7554712761465271,0.14443715763161172,0.5638390815396461,0.08758970360805922,0.5093984951615753,0.03430272037732283,0.49254384814601
commons-compress,77,0.020523133340313145,0.4159071593905253,0.15316985877503925,0.6873293123946773,0.18695319689748036,0.7667408174166782,0.11771925983409769,0.5526748264329094,0.10276133264230362,0.5346173934643484,0.017600067176728282,0.4814278942691744
